order_id,customer_id,product_id,order_date,quantity,price,region,status
O104445,C02850,P003,2023-05-31,1,10.41,West,PLACED
O104446,C02966,P001,2023-09-12,1,19.11,East,SHIPPED
O104447,C01158,P002,2023-08-06,1,30.91,West,PLACED
O104448,C01743,P003,2023-01-30,2,11.17,East,PLACED
O104449,C01307,P004,2023-02-14,1,14.39,North,PLACED
O104450,C00073,P001,2023-03-21,1,20.02,South,SHIPPED
O104451,C00481,P002,2023-02-08,1,29.66,Central,CANCELLED
O104452,C00560,P005,2023-08-28,1,50.88,South,PLACED
O104453,C00745,P004,2023-02-14,3,15.24,Central,PLACED
O104454,C01467,P005,2023-03-19,1,49.26,West,PLACED
O104455,C00100,P001,2023-12-03,1,20.52,East,PLACED
O104456,C01083,P001,2023-12-15,1,19.82,East,CANCELLED
O104457,C02556,P004,2023-10-15,1,13.5,Central,SHIPPED
O104458,C02306,P004,2023-10-07,1,16.01,North,SHIPPED
O104459,C00413,P004,2023-04-26,1,15.29,North,PLACED
O104460,C01089,P004,2023-09-26,1,15.82,South,PLACED
O104461,C02643,P001,2023-12-01,1,18.7,East,PLACED
O104462,C01178,P005,2023-11-08,1,49.89,Central,PLACED
O104463,C02009,P001,2023-02-22,1,21.25,South,PLACED
O104464,C02314,P005,2023-03-09,1,51.47,South,RETURNED
O104465,C00821,P003,2023-07-01,2,9.75,Central,PLACED
O104466,C00662,P004,2023-02-03,1,15.03,West,PLACED
O104467,C02995,P001,2023-10-11,1,20.64,Central,SHIPPED
O104468,C00560,P002,2023-11-02,1,31.79,South,SHIPPED
O104469,C02965,P003,2023-09-06,1,10.44,Central,SHIPPED
O104470,C02939,P002,2023-04-21,1,29.43,South,PLACED
O104471,C01272,P005,2023-04-04,2,51.67,West,PLACED
O104472,C01814,P005,2023-06-28,1,52.58,West,SHIPPED
O104473,C02916,P001,2023-02-16,1,21.55,North,SHIPPED
O104474,C00610,P004,2023-10-09,3,14.45,Central,PLACED
O104475,C02462,P003,2023-12-06,1,10.36,South,PLACED
O104476,C00025,P001,2023-12-28,1,20.93,North,PLACED
O104477,C02029,P004,2023-04-02,1,15.15,East,PLACED
O104478,C00284,P005,2023-07-31,1,46.47,East,PLACED
O104479,C01473,P004,2023-03-16,1,15.23,East,SHIPPED
O104480,C02929,P002,2023-07-21,1,30.25,Central,PLACED
O104481,C00301,P005,2023-10-24,1,49.44,East,PLACED
O104482,C01092,P001,2023-11-04,1,19.39,South,PLACED
O104483,C01031,P005,2023-07-30,2,47.73,Central,PLACED
O104484,C00817,P001,2023-12-04,1,21.4,East,PLACED
O104485,C00083,P001,2023-05-14,3,19.52,West,PLACED
O104486,C01921,P001,2023-11-26,1,21.02,South,PLACED
O104487,C02094,P005,2023-03-07,1,51.79,East,SHIPPED
O104488,C00618,P004,2023-10-07,1,13.53,South,PLACED
O104489,C02976,P005,2023-01-28,1,47.62,Central,PLACED
O104490,C02310,P003,2023-04-27,1,10.23,East,PLACED
O104491,C00176,P003,2023-11-13,1,9.7,West,PLACED
O104492,C01190,P003,2023-11-21,3,10.46,South,SHIPPED
O104493,C02705,P003,2023-04-24,1,10.59,East,PLACED
O104494,C00842,P002,2023-03-16,1,29.36,West,SHIPPED
O104495,C00370,P005,2023-07-21,5,56.64,East,RETURNED
O104496,C01819,P001,2023-02-28,1,19.37,South,PLACED
O104497,C02102,P001,2023-01-15,1,19.82,Central,PLACED
O104498,C00690,P004,2023-08-19,3,15.15,North,SHIPPED
O104499,C01780,P001,2023-04-15,1,20.54,South,PLACED
O104500,C01365,P004,2023-06-14,3,15.71,Central,PLACED
O104501,C01433,P004,2023-07-18,2,14.33,West,PLACED
O104502,C00367,P005,2023-12-20,1,49.55,North,PLACED
O104503,C00644,P001,2023-02-04,1,19.12,Central,SHIPPED
O104504,C02427,P001,2023-06-11,2,17.86,West,SHIPPED
O104505,C00073,P001,2023-09-02,1,19.9,East,PLACED
O104506,C02963,P004,2023-10-14,1,14.98,Central,PLACED
O104507,C01272,P003,2023-01-19,1,9.71,West,PLACED
O104508,C00860,P002,2023-10-07,1,31.44,North,SHIPPED
O104509,C00043,P001,2023-12-06,1,19.58,West,PLACED
O104510,C02425,P003,2023-12-14,1,10.35,South,PLACED
O104511,C01065,P004,2023-07-01,3,14.23,North,PLACED
O104512,C02218,P002,2023-05-27,1,32.38,North,PLACED
O104513,C02260,P003,2023-06-25,1,10.84,East,PLACED
O104514,C01517,P002,2023-06-12,1,32.54,North,PLACED
O104515,C02087,P005,2023-06-24,1,52.31,East,CANCELLED
O104516,C00369,P002,2023-02-16,1,29.9,South,PLACED
O104517,C02805,P004,2023-09-13,1,14.35,East,PLACED
O104518,C00151,P001,2023-06-23,1,19.38,East,PLACED
O104519,C01135,P004,2023-04-13,1,14.11,Central,PLACED
O104520,C01504,P002,2023-05-01,2,29.58,North,SHIPPED
O104521,C01460,P002,2023-12-16,1,32.08,West,PLACED
O104522,C01071,P001,2023-05-25,1,19.89,East,PLACED
O104523,C01024,P005,2023-02-11,1,50.22,Central,CANCELLED
O104524,C01599,P004,2023-01-29,1,14.07,South,SHIPPED
O104525,C02785,P005,2023-09-30,1,47.17,South,PLACED
O104526,C02041,P005,2023-01-14,1,48.22,Central,PLACED
O104527,C01390,P005,2023-11-02,2,50.2,South,PLACED
O104528,C00069,P001,2023-11-09,5,19.75,Central,PLACED
O104529,C02347,P002,2023-07-08,1,32.16,North,PLACED
O104530,C00944,P002,2023-12-26,1,28.38,East,PLACED
O104531,C00802,P005,2023-10-22,3,49.28,South,SHIPPED
O104532,C02344,P005,2023-07-02,1,46.21,East,PLACED
O104533,C02251,P002,2023-12-18,1,29.04,North,SHIPPED
O104534,C00061,P005,2023-02-05,3,47.31,Central,PLACED
O104535,C00946,P003,2023-02-06,1,9.68,Central,PLACED
O104536,C01338,P004,2023-01-14,2,15.2,North,PLACED
O104537,C01185,P004,2023-05-03,1,15.44,North,PLACED
O104538,C00331,P003,2023-03-24,1,9.97,West,PLACED
O104539,C01552,P004,2023-06-08,1,16.03,East,PLACED
O104540,C00338,P001,2023-11-25,1,20.06,Central,PLACED
O104541,C01630,P004,2023-04-12,1,13.12,West,PLACED
O104542,C01328,P003,2023-12-03,1,9.3,Central,PLACED
O104543,C01527,P001,2023-03-24,3,21.32,South,PLACED
O104544,C01674,P001,2023-02-13,1,20.62,East,SHIPPED
O104545,C01362,P004,2023-03-09,1,14.56,Central,SHIPPED
O104546,C01574,P004,2023-02-17,1,16.26,East,PLACED
O104547,C02687,P001,2023-02-26,2,20.94,West,SHIPPED
O104548,C00275,P002,2023-03-16,3,29.14,East,PLACED
O104549,C01188,P001,2023-01-22,2,20.63,Central,PLACED
O104550,C02367,P001,2023-05-12,1,18.32,South,PLACED
O104551,C02637,P004,2023-10-29,1,14.66,North,PLACED
O104552,C02552,P002,2023-09-24,2,32.68,South,PLACED
O104553,C02435,P002,2023-10-14,1,28.28,East,RETURNED
O104554,C01994,P003,2023-04-30,1,9.57,North,PLACED
O104555,C00870,P001,2023-09-03,2,20.27,North,SHIPPED
O104556,C02881,P004,2023-02-25,1,14.07,West,PLACED
O104557,C01015,P001,2023-02-07,1,20.76,Central,CANCELLED
O104558,C01912,P003,2023-09-02,1,10.26,East,SHIPPED
O104559,C00603,P002,2023-01-21,1,28.23,North,PLACED
O104560,C01800,P004,2023-04-20,1,15.14,South,PLACED
O104561,C00691,P003,2023-04-04,1,9.45,North,PLACED
O104562,C00494,P003,2023-05-16,5,10.26,Central,PLACED
O104563,C00490,P002,2023-08-19,1,31.82,North,PLACED
O104564,C02769,P005,2023-01-08,1,46.35,Central,SHIPPED
O104565,C02557,P004,2023-11-24,1,14.13,North,SHIPPED
O104566,C00390,P004,2023-10-17,2,16.16,Central,SHIPPED
O104567,C00295,P001,2023-09-08,1,19.71,North,PLACED
O104568,C01393,P001,2023-12-27,3,20.2,North,PLACED
O104569,C02844,P004,2023-03-28,1,15.43,East,SHIPPED
O104570,C02913,P001,2023-07-23,1,20.48,South,PLACED
O104571,C01718,P001,2023-08-07,1,21.01,West,PLACED
O104572,C02597,P001,2023-08-29,1,20.85,East,PLACED
O104573,C00649,P005,2023-11-16,1,46.45,West,PLACED
O104574,C01874,P001,2023-09-15,1,20.03,North,PLACED
O104575,C00568,P001,2023-04-19,1,19.91,Central,CANCELLED
O104576,C02901,P001,2023-09-13,1,21.89,East,PLACED
O104577,C02818,P004,2023-10-09,1,16.85,West,PLACED
O104578,C00445,P001,2023-08-08,1,21.11,Central,PLACED
O104579,C00363,P004,2023-03-24,1,14.63,South,PLACED
O104580,C02171,P005,2023-04-17,1,49.96,Central,PLACED
O104581,C01212,P001,2023-03-10,1,19.95,West,PLACED
O104582,C00742,P004,2023-04-07,1,14.48,West,PLACED
O104583,C02042,P004,2023-07-31,1,15.08,Central,SHIPPED
O104584,C00680,P005,2023-10-13,5,50.7,North,PLACED
O104585,C02468,P003,2023-08-25,1,8.93,North,PLACED
O104586,C01643,P004,2023-01-08,1,16.34,Central,PLACED
O104587,C01573,P003,2023-10-21,1,10.32,Central,PLACED
O104588,C01359,P002,2023-07-08,1,30.44,North,SHIPPED
O104589,C02140,P001,2023-03-22,1,19.76,North,PLACED
O104590,C00063,P005,2023-04-18,1,47.31,North,PLACED
O104591,C02560,P005,2023-11-17,1,50.58,South,RETURNED
O104592,C01163,P005,2023-03-08,1,51.68,South,PLACED
O104593,C01229,P005,2023-06-23,1,52.61,East,PLACED
O104594,C02820,P003,2023-12-12,1,10.16,West,CANCELLED
O104595,C00256,P004,2023-12-17,1,15.05,Central,PLACED
O104596,C00135,P004,2023-11-24,1,15.74,South,PLACED
O104597,C00875,P002,2023-02-12,2,30.92,South,PLACED
O104598,C00822,P001,2023-07-06,1,20.43,North,SHIPPED
O104599,C02136,P002,2023-10-29,1,30.04,East,PLACED
O104600,C00823,P005,2023-07-19,1,45.02,West,PLACED
O104601,C00974,P005,2023-02-08,1,51.91,East,PLACED
O104602,C02982,P003,2023-08-08,1,10.08,Central,PLACED
O104603,C01778,P005,2023-11-03,1,49.9,South,PLACED
O104604,C00121,P002,2023-01-04,1,32.27,West,PLACED
O104605,C01638,P003,2023-05-01,1,10.23,Central,SHIPPED
O104606,C01365,P003,2023-12-02,1,9.86,East,PLACED
O104607,C01008,P003,2023-03-18,3,9.65,North,PLACED
O104608,C00925,P005,2023-06-28,1,52.49,Central,PLACED
O104609,C00645,P002,2023-05-13,2,29.65,North,PLACED
O104610,C02033,P002,2023-11-07,1,29.85,Central,PLACED
O104611,C02762,P005,2023-08-17,1,48.09,North,SHIPPED
O104612,C02908,P004,2023-10-03,1,14.5,East,PLACED
O104613,C02069,P002,2023-06-01,1,31.07,South,RETURNED
O104614,C00242,P002,2023-06-13,1,30.89,North,PLACED
O104615,C02503,P003,2023-10-17,1,9.36,South,SHIPPED
O104616,C02669,P004,2023-04-19,1,14.23,West,PLACED
O104617,C02351,P005,2023-05-06,3,54.85,East,PLACED
O104618,C01620,P005,2023-08-28,1,49.19,Central,PLACED
O104619,C00803,P003,2023-11-06,1,9.7,Central,PLACED
O104620,C00964,P003,2023-12-11,1,10.21,West,PLACED
O104621,C00069,P003,2023-05-26,1,9.18,South,PLACED
O104622,C01153,P001,2023-09-09,5,19.91,West,PLACED
O104623,C00196,P001,2023-07-02,2,19.17,West,CANCELLED
O104624,C02188,P002,2023-11-05,3,27.77,North,PLACED
O104625,C02331,P002,2023-11-02,1,28.57,South,SHIPPED
O104626,C02360,P004,2023-03-13,1,15.42,Central,PLACED
O104627,C00746,P002,2023-08-07,1,30.31,South,PLACED
O104628,C01689,P004,2023-07-26,1,15.23,East,SHIPPED
O104629,C00277,P004,2023-06-22,1,13.91,South,SHIPPED
O104630,C00061,P004,2023-05-21,2,14.59,South,PLACED
O104631,C01914,P001,2023-09-29,1,21.62,East,SHIPPED
O104632,C02100,P001,2023-08-02,1,19.73,North,SHIPPED
O104633,C02201,P003,2023-09-26,1,10.06,North,PLACED
O104634,C01773,P005,2023-01-20,1,48.77,North,CANCELLED
O104635,C01335,P002,2023-03-07,1,29.65,East,PLACED
O104636,C01838,P004,2023-10-30,1,14.79,South,PLACED
O104637,C02592,P005,2023-05-27,1,51.0,East,RETURNED
O104638,C00567,P001,2023-06-14,1,21.0,North,PLACED
O104639,C01572,P002,2023-11-06,5,26.22,South,PLACED
O104640,C00622,P003,2023-01-06,2,9.09,South,PLACED
O104641,C02026,P002,2023-01-14,1,28.43,East,SHIPPED
O104642,C01201,P002,2023-05-12,1,31.41,East,SHIPPED
O104643,C00314,P005,2023-12-08,1,49.69,South,SHIPPED
O104644,C02855,P002,2023-08-31,1,28.23,South,PLACED
O104645,C02896,P001,2023-08-19,2,21.01,South,PLACED
O104646,C02145,P003,2023-08-16,1,9.67,North,SHIPPED
O104647,C02929,P001,2023-06-11,1,19.81,South,PLACED
O104648,C01237,P004,2023-10-10,2,13.53,North,PLACED
O104649,C02877,P003,2023-09-20,1,10.21,South,PLACED
O104650,C00137,P003,2023-05-11,1,10.31,West,SHIPPED
O104651,C01030,P002,2023-08-13,3,30.54,East,RETURNED
O104652,C02157,P003,2023-09-15,1,10.18,South,PLACED
O104653,C02595,P005,2023-08-22,1,52.04,Central,PLACED
O104654,C00662,P004,2023-12-02,3,15.8,North,PLACED
O104655,C02473,P001,2023-11-12,1,20.63,South,PLACED
O104656,C02678,P002,2023-01-24,2,30.58,South,PLACED
O104657,C02309,P002,2023-09-28,1,30.72,Central,PLACED
O104658,C00087,P004,2023-04-05,1,14.68,East,PLACED
O104659,C02513,P003,2023-05-22,1,10.22,Central,PLACED
O104660,C02124,P004,2023-07-01,1,14.92,South,SHIPPED
O104661,C02519,P001,2023-07-25,1,20.49,Central,SHIPPED
O104662,C02462,P005,2023-03-22,1,50.18,South,PLACED
O104663,C02873,P005,2023-10-01,1,55.1,East,CANCELLED
O104664,C02943,P002,2023-10-03,1,31.46,East,PLACED
O104665,C02774,P002,2023-07-27,1,31.96,North,PLACED
O104666,C02505,P003,2023-10-23,1,10.51,South,PLACED
O104667,C01309,P005,2023-02-08,2,50.32,Central,PLACED
O104668,C01701,P004,2023-10-15,1,14.41,South,SHIPPED
O104669,C02701,P001,2023-05-04,1,19.16,West,PLACED
O104670,C02720,P005,2023-12-30,1,52.8,North,PLACED
O104671,C00495,P002,2023-10-10,1,29.73,Central,SHIPPED
O104672,C01648,P004,2023-06-29,1,16.54,Central,CANCELLED
O104673,C01943,P003,2023-04-07,1,10.53,West,PLACED
O104674,C01069,P005,2023-07-10,1,48.99,West,PLACED
O104675,C01425,P002,2023-03-15,1,30.91,East,PLACED
O104676,C00597,P003,2023-09-30,1,9.1,Central,PLACED
O104677,C00450,P004,2023-02-18,1,15.59,West,PLACED
O104678,C00485,P004,2023-12-03,2,13.87,East,PLACED
O104679,C00646,P005,2023-07-29,1,46.84,West,PLACED
O104680,C02668,P005,2023-04-26,1,53.0,North,PLACED
O104681,C01630,P002,2023-01-23,1,30.01,South,PLACED
O104682,C00662,P002,2023-04-08,2,30.43,West,PLACED
O104683,C00758,P002,2023-11-24,3,29.88,West,PLACED
O104684,C00289,P002,2023-11-09,1,30.8,East,PLACED
O104685,C00721,P004,2023-07-09,1,15.23,West,PLACED
O104686,C00638,P005,2023-07-01,1,50.88,South,PLACED
O104687,C02283,P003,2023-05-28,2,10.24,East,RETURNED
O104688,C02464,P005,2023-12-08,1,49.67,North,SHIPPED
O104689,C02986,P002,2023-01-23,1,28.86,North,SHIPPED
O104690,C00499,P003,2023-04-15,5,9.99,West,PLACED
O104691,C00634,P005,2023-06-12,1,48.3,East,PLACED
O104692,C01674,P002,2023-03-08,1,30.72,Central,PLACED
O104693,C02031,P001,2023-10-17,1,20.09,West,SHIPPED
O104694,C00115,P005,2023-10-16,1,54.85,Central,SHIPPED
O104695,C02980,P003,2023-02-15,1,9.81,West,PLACED
O104696,C00674,P004,2023-03-22,5,14.94,West,PLACED
O104697,C01737,P004,2023-05-27,1,14.56,West,PLACED
O104698,C01258,P003,2023-08-10,1,10.15,West,PLACED
O104699,C02254,P003,2023-12-09,1,10.17,East,SHIPPED
O104700,C02295,P004,2023-01-15,1,13.77,North,PLACED
O104701,C02806,P002,2023-05-01,1,30.78,West,PLACED
O104702,C00147,P002,2023-03-19,1,30.52,East,PLACED
O104703,C02166,P001,2023-11-18,1,21.6,East,PLACED
O104704,C00412,P001,2023-10-22,1,21.35,East,SHIPPED
O104705,C01688,P005,2023-08-29,1,47.0,Central,PLACED
O104706,C02411,P005,2023-01-18,1,51.27,North,PLACED
O104707,C01533,P003,2023-09-13,1,9.03,South,CANCELLED
O104708,C00137,P001,2023-10-04,1,20.23,North,PLACED
O104709,C00019,P001,2023-01-27,1,22.03,East,PLACED
O104710,C02243,P001,2023-01-02,1,19.88,Central,SHIPPED
O104711,C02378,P002,2023-12-19,2,30.82,East,SHIPPED
O104712,C01960,P002,2023-10-22,1,27.15,East,RETURNED
O104713,C02223,P003,2023-11-08,2,9.72,East,PLACED
O104714,C01002,P003,2023-12-29,1,9.1,South,SHIPPED
O104715,C00449,P005,2023-08-27,2,50.57,South,SHIPPED
O104716,C01949,P005,2023-01-13,1,44.89,East,SHIPPED
O104717,C00946,P001,2023-07-03,2,20.62,East,PLACED
O104718,C01378,P003,2023-07-13,1,10.25,East,PLACED
O104719,C01523,P004,2023-02-25,2,14.26,West,PLACED
O104720,C00141,P005,2023-08-18,1,47.05,North,SHIPPED
O104721,C02806,P004,2023-01-28,1,14.09,Central,PLACED
O104722,C01921,P002,2023-11-16,1,30.79,West,PLACED
O104723,C02978,P002,2023-03-12,1,29.51,South,PLACED
O104724,C00093,P002,2023-07-29,1,27.73,West,PLACED
O104725,C00239,P002,2023-07-03,2,33.7,Central,PLACED
O104726,C00205,P005,2023-12-22,1,52.56,Central,PLACED
O104727,C02608,P004,2023-02-10,5,14.45,West,PLACED
O104728,C01457,P003,2023-09-17,3,9.58,North,PLACED
O104729,C00245,P003,2023-12-10,1,9.14,South,PLACED
O104730,C00832,P004,2023-03-25,1,14.42,West,PLACED
O104731,C02973,P002,2023-02-15,1,29.39,West,PLACED
O104732,C00295,P004,2023-06-08,1,14.95,Central,SHIPPED
O104733,C02688,P001,2023-12-10,1,19.36,East,PLACED
O104734,C00856,P002,2023-01-07,1,31.43,Central,CANCELLED
O104735,C02065,P002,2023-11-29,1,26.96,East,PLACED
O104736,C00071,P001,2023-05-16,1,20.33,West,SHIPPED
O104737,C01293,P003,2023-07-02,2,9.09,East,PLACED
O104738,C01349,P002,2023-07-16,1,29.26,West,PLACED
O104739,C00305,P004,2023-06-21,2,15.52,West,PLACED
O104740,C01031,P005,2023-12-15,1,49.6,East,PLACED
O104741,C01338,P003,2023-10-03,1,9.48,Central,SHIPPED
O104742,C00817,P001,2023-03-19,1,21.28,Central,PLACED
O104743,C01127,P001,2023-06-27,2,20.03,South,PLACED
O104744,C00821,P002,2023-01-27,1,30.53,East,PLACED
O104745,C00193,P005,2023-04-30,2,44.86,Central,CANCELLED
O104746,C01777,P005,2023-10-08,1,45.41,Central,PLACED
O104747,C00529,P004,2023-11-04,1,14.82,West,PLACED
O104748,C02219,P002,2023-07-15,1,31.95,West,PLACED
O104749,C00251,P001,2023-10-04,1,19.23,Central,PLACED
O104750,C01789,P004,2023-01-18,1,15.55,South,SHIPPED
O104751,C02589,P004,2023-10-22,1,15.78,North,SHIPPED
O104752,C02027,P003,2023-09-28,1,9.68,Central,PLACED
O104753,C02464,P004,2023-02-22,1,14.99,East,PLACED
O104754,C02842,P001,2023-10-21,1,21.52,South,PLACED
O104755,C01404,P001,2023-02-21,1,20.76,Central,PLACED
O104756,C01168,P002,2023-08-04,1,32.56,North,PLACED
O104757,C02073,P005,2023-03-13,2,50.05,West,SHIPPED
O104758,C02716,P001,2023-01-28,1,19.25,South,SHIPPED
O104759,C01097,P002,2023-09-09,1,30.51,North,PLACED
O104760,C02680,P004,2023-02-04,1,14.94,East,PLACED
O104761,C01848,P002,2023-07-20,1,31.15,South,SHIPPED
O104762,C00505,P003,2023-09-06,1,9.27,Central,PLACED
O104763,C01622,P001,2023-04-09,5,20.12,West,CANCELLED
O104764,C02384,P001,2023-11-04,1,21.34,East,PLACED
O104765,C02473,P005,2023-05-20,2,52.03,North,PLACED
O104766,C02547,P002,2023-03-24,2,29.34,East,PLACED
O104767,C01388,P004,2023-02-17,1,13.17,West,PLACED
O104768,C02995,P002,2023-10-05,1,32.94,North,PLACED
O104769,C02678,P002,2023-09-05,3,30.39,Central,PLACED
O104770,C01223,P004,2023-06-26,1,14.9,West,PLACED
O104771,C00718,P001,2023-02-21,3,19.14,West,PLACED
O104772,C00339,P002,2023-03-20,1,29.06,South,SHIPPED
O104773,C00659,P002,2023-11-18,2,30.83,East,SHIPPED
O104774,C00962,P004,2023-03-05,1,14.42,West,PLACED
O104775,C00429,P002,2023-01-08,1,29.21,Central,SHIPPED
O104776,C00899,P005,2023-08-02,1,46.97,East,PLACED
O104777,C00139,P005,2023-01-25,1,47.52,South,SHIPPED
O104778,C02990,P005,2023-09-13,1,50.84,West,RETURNED
O104779,C00542,P003,2023-08-31,1,10.38,South,PLACED
O104780,C02105,P001,2023-07-17,1,20.22,South,PLACED
O104781,C01256,P004,2023-04-04,1,15.3,North,PLACED
O104782,C02706,P004,2023-07-26,1,13.75,Central,PLACED
O104783,C02483,P002,2023-01-15,1,30.42,Central,CANCELLED
O104784,C00384,P003,2023-06-27,1,9.79,Central,PLACED
O104785,C02608,P004,2023-03-16,1,16.19,West,PLACED
O104786,C00194,P004,2023-04-14,1,14.44,Central,PLACED
O104787,C02582,P001,2023-10-21,3,18.02,North,RETURNED
O104788,C02566,P003,2023-06-17,2,9.84,West,SHIPPED
O104789,C02764,P003,2023-04-25,1,10.55,East,SHIPPED
O104790,C02799,P004,2023-02-08,1,15.58,Central,SHIPPED
O104791,C02233,P002,2023-12-30,1,29.15,West,PLACED
O104792,C01896,P002,2023-09-30,1,30.08,South,CANCELLED
O104793,C02340,P005,2023-05-15,1,53.17,West,PLACED
O104794,C00732,P004,2023-08-20,1,14.2,West,SHIPPED
O104795,C02164,P002,2023-02-08,1,29.33,Central,PLACED
O104796,C02873,P001,2023-10-18,1,20.13,West,SHIPPED
O104797,C00685,P001,2023-11-03,1,19.36,South,PLACED
O104798,C00082,P002,2023-02-16,1,30.44,East,RETURNED
O104799,C02882,P005,2023-02-05,1,51.47,East,CANCELLED
O104800,C02381,P001,2023-11-16,2,20.32,South,PLACED
O104801,C02605,P004,2023-04-05,1,16.22,West,SHIPPED
O104802,C02383,P005,2023-12-27,5,52.48,North,PLACED
O104803,C00532,P003,2023-01-13,1,10.58,North,PLACED
O104804,C01984,P001,2023-05-26,1,20.69,Central,PLACED
O104805,C00221,P003,2023-03-06,3,10.28,West,PLACED
O104806,C00635,P004,2023-08-16,1,15.55,South,RETURNED
O104807,C01770,P003,2023-08-30,1,9.86,South,PLACED
O104808,C02371,P005,2023-01-08,1,55.26,North,PLACED
O104809,C01875,P004,2023-10-31,2,16.16,North,SHIPPED
O104810,C00003,P001,2023-12-07,1,21.1,West,PLACED
O104811,C01718,P004,2023-02-12,1,14.73,East,PLACED
O104812,C00206,P004,2023-09-01,1,15.39,South,PLACED
O104813,C01856,P004,2023-06-30,1,14.31,North,PLACED
O104814,C00040,P001,2023-03-26,1,18.38,East,PLACED
O104815,C02107,P001,2023-06-04,1,19.13,South,PLACED
O104816,C02999,P003,2023-10-02,2,10.0,West,PLACED
O104817,C02622,P004,2023-01-23,1,14.82,West,PLACED
O104818,C00644,P001,2023-04-25,1,19.22,North,SHIPPED
O104819,C01531,P005,2023-11-02,1,49.79,South,PLACED
O104820,C01908,P004,2023-10-26,1,16.09,South,PLACED
O104821,C02891,P004,2023-04-09,1,15.2,East,SHIPPED
O104822,C02667,P002,2023-04-14,1,31.71,South,PLACED
O104823,C02144,P001,2023-02-20,1,20.53,Central,PLACED
O104824,C00898,P001,2023-12-28,2,18.99,South,PLACED
O104825,C01086,P003,2023-04-22,1,10.37,North,PLACED
O104826,C01280,P005,2023-09-01,1,54.45,West,PLACED
O104827,C02609,P002,2023-06-18,1,30.21,North,SHIPPED
O104828,C02953,P001,2023-03-13,1,21.94,East,PLACED
O104829,C02396,P002,2023-05-19,1,30.19,West,PLACED
O104830,C00671,P003,2023-12-02,1,10.6,South,PLACED
O104831,C01506,P002,2023-08-19,1,30.5,North,PLACED
O104832,C02365,P005,2023-08-27,1,49.92,South,PLACED
O104833,C00719,P004,2023-09-10,3,14.31,North,PLACED
O104834,C01072,P005,2023-02-18,1,48.78,North,PLACED
O104835,C01956,P004,2023-10-30,1,14.27,East,PLACED
O104836,C01160,P004,2023-03-13,1,14.96,North,SHIPPED
O104837,C00250,P005,2023-09-20,1,47.56,North,SHIPPED
O104838,C02362,P001,2023-11-18,1,19.69,West,PLACED
O104839,C01893,P002,2023-08-10,1,32.74,South,PLACED
O104840,C01854,P003,2023-03-18,1,10.6,South,PLACED
O104841,C02855,P002,2023-03-03,2,28.43,North,PLACED
O104842,C01504,P001,2023-06-06,1,19.9,West,SHIPPED
O104843,C02533,P001,2023-10-21,1,20.67,North,PLACED
O104844,C01235,P003,2023-05-05,1,10.54,South,PLACED
O104845,C00044,P001,2023-08-17,2,18.79,South,PLACED
O104846,C02619,P001,2023-12-06,1,18.78,South,SHIPPED
O104847,C00583,P002,2023-06-10,1,29.87,North,PLACED
O104848,C01289,P004,2023-01-29,3,15.98,Central,SHIPPED
O104849,C02943,P001,2023-04-24,1,19.93,East,SHIPPED
O104850,C00220,P003,2023-03-20,1,9.77,Central,SHIPPED
O104851,C01926,P002,2023-01-23,1,31.71,Central,SHIPPED
O104852,C02973,P002,2023-04-16,2,30.29,Central,SHIPPED
O104853,C02449,P004,2023-05-11,1,16.9,West,PLACED
O104854,C02775,P001,2023-12-23,1,18.09,South,PLACED
O104855,C00991,P002,2023-06-22,1,30.1,North,PLACED
O104856,C02947,P003,2023-09-21,1,9.45,East,PLACED
O104857,C01813,P002,2023-12-08,1,28.4,North,CANCELLED
O104858,C00858,P004,2023-10-12,1,14.7,East,SHIPPED
O104859,C00804,P001,2023-01-02,1,19.33,West,CANCELLED
O104860,C00490,P002,2023-08-21,1,30.44,West,PLACED
O104861,C01781,P002,2023-09-08,3,30.01,North,CANCELLED
O104862,C01494,P003,2023-11-17,3,9.69,Central,PLACED
O104863,C02986,P003,2023-04-18,1,10.44,North,RETURNED
O104864,C02892,P001,2023-10-03,1,20.22,South,PLACED
O104865,C01706,P004,2023-06-29,1,14.74,East,CANCELLED
O104866,C02315,P005,2023-08-01,1,53.45,West,PLACED
O104867,C00054,P001,2023-10-20,1,21.32,Central,PLACED
O104868,C02576,P005,2023-03-13,1,52.82,South,PLACED
O104869,C00616,P003,2023-10-10,1,10.94,North,PLACED
O104870,C01083,P005,2023-06-24,1,52.48,East,SHIPPED
O104871,C01849,P004,2023-05-03,1,14.4,South,SHIPPED
O104872,C00955,P003,2023-08-15,1,9.78,South,CANCELLED
O104873,C02434,P003,2023-10-28,1,10.44,West,PLACED
O104874,C01630,P001,2023-03-24,1,21.25,East,PLACED
O104875,C02782,P001,2023-09-10,1,19.1,Central,PLACED
O104876,C02764,P005,2023-05-26,1,50.82,West,CANCELLED
O104877,C00650,P004,2023-04-30,1,14.79,Central,SHIPPED
O104878,C02348,P002,2023-03-06,5,31.16,Central,PLACED
O104879,C00395,P005,2023-10-08,1,50.54,North,PLACED
O104880,C01360,P002,2023-10-10,1,29.46,North,PLACED
O104881,C02641,P005,2023-04-16,2,52.92,North,SHIPPED
O104882,C02562,P003,2023-10-27,1,9.72,South,SHIPPED
O104883,C02444,P004,2023-04-17,1,15.58,South,PLACED
