order_id,customer_id,product_category,product_price,quantity,total_amount,payment_type,order_date,region
O003924,C00249,Electronics,355.56,5,1777.8,Wallet,2023-04-05 17:00:00,East
O003925,C00874,Clothing,168.51,5,842.55,Cash,2023-04-26 19:00:00,North
O003926,C01464,Beauty,94.22,4,376.88,Card,2023-10-15 01:00:00,West
O003927,C01556,Clothing,257.65,3,772.95,Card,2023-02-01 02:00:00,North
O003928,C00195,Sports,255.01,4,1020.04,Wallet,2024-06-09 08:00:00,North
O003929,C00689,Electronics,72.82,5,364.1,Cash,2024-08-23 08:00:00,West
O003930,C01952,Clothing,104.94,5,524.7,Card,2023-07-26 00:00:00,North
O003931,C01542,Sports,207.04,2,414.08,Card,2024-07-28 17:00:00,East
O003932,C01093,Beauty,207.36,3,622.08,Wallet,2023-07-01 07:00:00,North
O003933,C00638,Sports,162.19,3,486.57,Card,2023-08-15 10:00:00,North
O003934,C01422,Books,78.53,5,392.65,Cash,2024-03-09 09:00:00,East
O003935,C00671,Sports,7.16,5,35.8,Card,2024-03-14 20:00:00,North
O003936,C01783,Electronics,485.27,4,1941.08,Wallet,2024-11-20 09:00:00,North
O003937,C01226,Clothing,472.03,4,1888.12,Card,2023-06-17 04:00:00,South
O003938,C01171,Sports,244.41,2,488.82,Card,2024-09-25 12:00:00,South
O003939,C01495,Beauty,497.55,5,2487.75,Cash,2023-05-14 22:00:00,West
O003940,C01678,Books,338.46,4,1353.84,Card,2024-05-27 13:00:00,West
O003941,C00943,Electronics,39.08,2,78.16,Card,2024-11-07 11:00:00,East
O003942,C00198,Electronics,63.27,3,189.81,Wallet,2024-02-14 09:00:00,North
O003943,C01940,Electronics,458.47,5,2292.35,Card,2024-12-07 10:00:00,South
O003944,C01449,Beauty,316.88,1,316.88,Card,2024-10-09 11:00:00,East
O003945,C01689,Books,422.38,5,2111.9,Card,2024-07-27 18:00:00,North
O003946,C00491,Home,449.64,4,1798.56,UPI,2023-06-12 07:00:00,South
O003947,C01911,Clothing,226.73,5,1133.65,UPI,2024-08-04 12:00:00,West
O003948,C00895,Sports,29.02,1,29.02,Wallet,2024-01-10 01:00:00,South
O003949,C00141,Sports,98.2,5,491.0,UPI,2024-05-20 00:00:00,East
O003950,C01336,Clothing,37.95,4,151.8,Card,2023-02-04 06:00:00,North
O003951,C00164,Sports,98.43,3,295.29,Card,2023-10-04 02:00:00,East
O003952,C00313,Electronics,208.21,4,832.84,Wallet,2023-10-22 06:00:00,North
O003953,C00020,Electronics,63.51,2,127.02,UPI,2023-04-24 21:00:00,West
O003954,C01105,Books,87.53,4,350.12,Cash,2024-06-17 17:00:00,North
O003955,C01604,Home,225.68,2,451.36,Cash,2024-04-17 19:00:00,West
O003956,C01154,Clothing,173.38,5,866.9,Card,2023-08-04 12:00:00,South
O003957,C01622,Sports,236.49,2,472.98,UPI,2024-01-31 21:00:00,East
O003958,C01753,Clothing,217.44,5,1087.2,UPI,2024-05-29 06:00:00,West
O003959,C01956,Home,324.02,2,648.04,Card,2024-04-03 03:00:00,North
O003960,C00983,Home,468.91,4,1875.64,Card,2023-08-03 04:00:00,North
O003961,C00304,Home,58.39,1,58.39,Wallet,2024-09-21 14:00:00,West
O003962,C01938,Home,54.13,5,270.65,UPI,2023-11-08 03:00:00,South
O003963,C00370,Electronics,427.14,2,854.28,UPI,2024-06-30 19:00:00,East
O003964,C01880,Clothing,255.67,1,255.67,UPI,2023-09-28 22:00:00,North
O003965,C00852,Sports,384.37,2,768.74,UPI,2023-12-14 06:00:00,East
O003966,C00383,Clothing,111.63,2,223.26,Card,2023-07-16 01:00:00,North
O003967,C01931,Home,415.29,2,830.58,UPI,2023-10-26 17:00:00,East
O003968,C00444,Clothing,462.3,4,1849.2,Card,2024-06-10 20:00:00,South
O003969,C00424,Electronics,319.56,2,639.12,Wallet,2024-12-10 10:00:00,South
O003970,C00160,Clothing,57.41,1,57.41,UPI,2023-11-24 07:00:00,North
O003971,C01201,Beauty,448.17,2,896.34,Cash,2023-06-22 14:00:00,East
O003972,C00628,Electronics,397.28,3,1191.84,Card,2023-02-06 03:00:00,South
O003973,C01731,Home,376.68,5,1883.4,Cash,2023-05-03 19:00:00,South
O003974,C00894,Clothing,23.18,4,92.72,Wallet,2024-04-07 02:00:00,East
O003975,C00489,Electronics,400.49,3,1201.47,UPI,2023-04-25 03:00:00,North
O003976,C01016,Sports,73.29,3,219.87,Card,2023-07-29 20:00:00,West
O003977,C00326,Home,115.08,1,115.08,Card,2024-02-12 10:00:00,East
O003978,C00597,Sports,290.68,1,290.68,UPI,2024-12-05 16:00:00,East
O003979,C01014,Books,136.17,4,544.68,UPI,2023-05-20 14:00:00,North
O003980,C00288,Clothing,332.37,4,1329.48,Card,2024-08-27 11:00:00,East
O003981,C00592,Electronics,305.99,5,1529.95,UPI,2024-02-05 11:00:00,North
O003982,C01687,Beauty,58.53,2,117.06,UPI,2023-07-14 05:00:00,West
O003983,C01596,Clothing,329.73,4,1318.92,Card,2023-12-30 04:00:00,South
O003984,C00572,Sports,462.36,4,1849.44,Card,2024-05-14 01:00:00,North
O003985,C01377,Home,84.75,2,169.5,Card,2024-01-17 11:00:00,North
O003986,C00027,Clothing,300.55,5,1502.75,Card,2024-07-22 06:00:00,West
O003987,C00953,Home,174.22,1,174.22,Card,2023-10-15 13:00:00,East
O003988,C00042,Electronics,232.51,5,1162.55,Wallet,2023-03-15 11:00:00,North
O003989,C01704,Clothing,147.07,2,294.14,Card,2024-07-11 13:00:00,West
O003990,C00422,Electronics,180.29,1,180.29,Card,2024-12-04 08:00:00,North
O003991,C01621,Books,19.31,1,19.31,Card,2023-12-16 23:00:00,East
O003992,C00176,Electronics,490.87,1,490.87,Cash,2023-08-21 16:00:00,East
O003993,C00528,Home,314.28,5,1571.4,Card,2024-07-14 02:00:00,West
O003994,C01633,Beauty,252.85,2,505.7,Cash,2024-10-13 12:00:00,South
O003995,C00965,Sports,194.94,5,974.7,Card,2023-09-16 05:00:00,South
O003996,C01517,Sports,271.99,5,1359.95,Card,2023-03-16 03:00:00,East
O003997,C00197,Sports,193.15,3,579.45,UPI,2024-01-14 08:00:00,South
O003998,C00609,Clothing,183.15,4,732.6,UPI,2023-09-22 22:00:00,North
O003999,C01600,Sports,234.65,5,1173.25,UPI,2024-03-02 01:00:00,East
O004000,C00841,Home,141.61,3,424.83,Wallet,2023-04-15 05:00:00,East
O004001,C00852,Beauty,94.12,2,188.24,Card,2024-05-14 00:00:00,South
O004002,C01540,Beauty,280.52,3,841.56,UPI,2023-06-25 04:00:00,South
O004003,C01537,Books,422.17,5,2110.85,UPI,2024-11-14 18:00:00,South
O004004,C00021,Books,80.65,2,161.3,Wallet,2024-12-25 13:00:00,East
O004005,C01135,Sports,21.2,3,63.6,Card,2024-02-01 00:00:00,East
O004006,C01080,Home,127.17,5,635.85,Card,2024-05-04 13:00:00,West
O004007,C01089,Books,489.96,2,979.92,UPI,2024-04-25 08:00:00,East
O004008,C00841,Clothing,415.24,2,830.48,Cash,2024-12-25 19:00:00,East
O004009,C00097,Beauty,299.95,4,1199.8,Card,2024-03-12 00:00:00,North
O004010,C01167,Clothing,464.98,5,2324.9,Card,2023-09-08 05:00:00,North
O004011,C01903,Home,225.41,4,901.64,Card,2024-07-12 08:00:00,East
O004012,C00434,Home,491.72,2,983.44,UPI,2024-07-12 22:00:00,North
O004013,C00636,Beauty,151.67,2,303.34,Card,2023-12-22 01:00:00,West
O004014,C01702,Electronics,123.95,3,371.85,Card,2023-09-10 03:00:00,West
O004015,C01109,Home,320.83,4,1283.32,UPI,2024-07-13 20:00:00,South
O004016,C00587,Sports,192.19,1,192.19,Card,2023-06-17 09:00:00,South
O004017,C00343,Clothing,315.05,5,1575.25,Card,2024-05-16 14:00:00,South
O004018,C01959,Home,155.97,4,623.88,Card,2023-08-04 16:00:00,East
O004019,C01317,Sports,310.87,2,621.74,Card,2023-10-17 06:00:00,East
O004020,C01979,Home,141.49,3,424.47,Card,2024-04-30 00:00:00,North
O004021,C00570,Clothing,30.23,5,151.15,Card,2023-04-04 02:00:00,West
O004022,C01673,Sports,456.51,5,2282.55,Card,2024-03-22 14:00:00,East
O004023,C00610,Home,442.19,3,1326.57,UPI,2024-03-31 05:00:00,North
O004024,C01727,Clothing,485.55,2,971.1,Card,2023-11-09 16:00:00,South
O004025,C00242,Electronics,359.68,1,359.68,UPI,2024-04-18 05:00:00,South
O004026,C01854,Beauty,342.95,3,1028.85,Card,2023-08-22 14:00:00,North
O004027,C00560,Sports,281.71,1,281.71,Card,2024-03-19 05:00:00,North
O004028,C00959,Home,67.34,4,269.36,Wallet,2024-07-01 22:00:00,North
O004029,C00031,Clothing,98.67,5,493.35,Card,2024-02-10 16:00:00,West
O004030,C00390,Clothing,148.29,2,296.58,Card,2023-09-13 12:00:00,North
O004031,C00276,Clothing,445.63,1,445.63,Wallet,2023-11-27 17:00:00,South
O004032,C00531,Clothing,90.62,2,181.24,UPI,2023-11-14 22:00:00,North
O004033,C01177,Sports,461.82,4,1847.28,UPI,2024-12-21 22:00:00,East
O004034,C00382,Sports,263.78,1,263.78,UPI,2023-12-14 19:00:00,East
O004035,C01091,Sports,359.21,2,718.42,Card,2024-03-18 12:00:00,West
O004036,C01901,Electronics,59.57,2,119.14,Cash,2024-02-16 08:00:00,East
O004037,C00883,Sports,138.17,4,552.68,Cash,2024-03-18 20:00:00,East
O004038,C00213,Electronics,479.47,3,1438.41,Card,2023-02-13 14:00:00,South
O004039,C01678,Electronics,136.74,4,546.96,Wallet,2024-04-30 07:00:00,East
O004040,C00375,Beauty,151.78,1,151.78,Card,2024-10-07 08:00:00,North
O004041,C00743,Home,102.81,1,102.81,UPI,2023-05-26 02:00:00,East
O004042,C00212,Home,68.89,5,344.45,Card,2024-02-22 18:00:00,North
O004043,C00078,Clothing,120.46,2,240.92,UPI,2023-11-27 21:00:00,West
O004044,C01749,Beauty,322.95,1,322.95,Card,2023-01-10 11:00:00,South
O004045,C00627,Home,230.41,3,691.23,UPI,2023-05-20 16:00:00,South
O004046,C00603,Home,279.11,3,837.33,Card,2024-06-25 17:00:00,East
O004047,C00781,Clothing,65.57,4,262.28,Card,2023-10-10 06:00:00,East
O004048,C01946,Beauty,402.05,1,402.05,UPI,2023-04-28 03:00:00,South
O004049,C01404,Books,393.13,1,393.13,Wallet,2024-09-15 17:00:00,South
O004050,C01000,Books,15.69,5,78.45,Card,2024-10-25 18:00:00,North
O004051,C00679,Electronics,194.84,5,974.2,Wallet,2023-11-23 07:00:00,North
O004052,C00057,Clothing,39.04,5,195.2,Card,2023-05-22 18:00:00,North
O004053,C01819,Clothing,397.09,1,397.09,Wallet,2023-06-05 15:00:00,North
O004054,C01049,Clothing,369.95,4,1479.8,UPI,2023-04-12 10:00:00,West
O004055,C00880,Books,451.48,4,1805.92,Wallet,2024-09-17 15:00:00,East
O004056,C00446,Electronics,122.02,4,488.08,UPI,2023-05-15 03:00:00,North
O004057,C00065,Electronics,230.87,4,923.48,UPI,2023-07-21 11:00:00,North
O004058,C01944,Clothing,96.32,3,288.96,Card,2024-12-13 01:00:00,South
O004059,C01783,Electronics,188.76,1,188.76,Cash,2024-04-28 20:00:00,South
O004060,C01277,Electronics,263.51,2,527.02,Wallet,2024-03-21 12:00:00,East
O004061,C01922,Home,31.4,1,31.4,Card,2023-09-17 06:00:00,South
O004062,C01991,Sports,358.86,4,1435.44,Card,2024-03-02 23:00:00,West
O004063,C01067,Electronics,273.93,3,821.79,UPI,2024-02-25 01:00:00,North
O004064,C01120,Clothing,415.33,3,1245.99,Cash,2024-11-06 17:00:00,South
O004065,C01577,Clothing,139.53,1,139.53,Card,2023-05-28 00:00:00,West
O004066,C01011,Electronics,452.14,2,904.28,Cash,2023-07-20 07:00:00,North
O004067,C00226,Home,499.35,4,1997.4,Card,2024-09-07 07:00:00,South
O004068,C00773,Home,460.05,3,1380.15,Cash,2024-01-02 08:00:00,North
O004069,C00678,Home,390.06,4,1560.24,UPI,2024-07-26 03:00:00,South
O004070,C01459,Home,407.12,4,1628.48,Card,2024-05-21 20:00:00,North
O004071,C01814,Electronics,289.0,4,1156.0,Card,2023-01-20 19:00:00,West
O004072,C00600,Beauty,99.13,5,495.65,UPI,2023-12-18 04:00:00,West
O004073,C00378,Books,340.14,4,1360.56,UPI,2024-02-15 19:00:00,West
O004074,C01201,Beauty,357.81,4,1431.24,Cash,2023-12-24 05:00:00,South
O004075,C01450,Electronics,492.77,2,985.54,UPI,2023-05-17 00:00:00,West
O004076,C01938,Beauty,272.94,2,545.88,UPI,2024-06-15 04:00:00,East
O004077,C00708,Books,139.33,5,696.65,Cash,2024-06-04 21:00:00,South
O004078,C00306,Books,343.42,5,1717.1,UPI,2023-06-05 04:00:00,North
O004079,C00778,Electronics,489.79,4,1959.16,Wallet,2024-12-05 02:00:00,East
O004080,C00503,Home,92.72,3,278.16,Wallet,2023-05-25 11:00:00,East
O004081,C00267,Beauty,166.37,3,499.11,Cash,2024-11-22 09:00:00,North
O004082,C01609,Home,273.23,1,273.23,Card,2024-06-16 03:00:00,South
O004083,C00007,Sports,89.26,3,267.78,UPI,2024-02-19 08:00:00,West
O004084,C01943,Beauty,16.0,3,48.0,Card,2024-11-08 22:00:00,South
O004085,C00507,Clothing,171.81,2,343.62,Card,2023-06-18 07:00:00,South
O004086,C00475,Sports,433.36,1,433.36,Card,2023-08-07 00:00:00,West
O004087,C01320,Sports,26.52,1,26.52,Wallet,2024-02-09 02:00:00,North
O004088,C00163,Beauty,217.32,2,434.64,Card,2024-08-03 05:00:00,West
O004089,C00484,Electronics,382.29,3,1146.87,Card,2023-02-14 12:00:00,East
O004090,C01620,Sports,476.83,3,1430.49,Card,2024-03-29 23:00:00,South
O004091,C01095,Home,492.81,1,492.81,Card,2024-10-28 10:00:00,North
O004092,C00566,Home,213.87,3,641.61,UPI,2023-06-10 16:00:00,North
O004093,C00904,Sports,475.44,1,475.44,Card,2023-10-06 13:00:00,South
O004094,C00558,Beauty,22.53,3,67.59,Card,2024-04-04 09:00:00,East
O004095,C01934,Beauty,374.23,4,1496.92,UPI,2024-09-30 19:00:00,South
O004096,C01967,Electronics,323.16,2,646.32,Card,2023-07-10 11:00:00,East
O004097,C00237,Clothing,128.51,5,642.55,Card,2024-12-07 11:00:00,East
O004098,C01127,Electronics,256.12,4,1024.48,Wallet,2024-11-13 10:00:00,East
O004099,C01233,Clothing,69.13,3,207.39,Wallet,2024-06-23 00:00:00,West
O004100,C00553,Sports,436.44,5,2182.2,Card,2023-07-10 01:00:00,East
O004101,C00827,Beauty,182.16,4,728.64,Card,2023-01-10 08:00:00,West
O004102,C00467,Books,314.89,2,629.78,Cash,2024-04-12 00:00:00,North
O004103,C01477,Electronics,83.59,5,417.95,Card,2024-09-17 19:00:00,East
O004104,C01291,Electronics,107.05,5,535.25,UPI,2023-08-25 09:00:00,East
O004105,C00385,Sports,496.02,2,992.04,UPI,2024-09-10 02:00:00,West
O004106,C00774,Sports,377.78,4,1511.12,UPI,2023-03-21 01:00:00,South
O004107,C00847,Clothing,481.18,5,2405.9,Cash,2023-04-29 17:00:00,North
O004108,C00386,Books,151.45,2,302.9,Card,2023-01-31 21:00:00,South
O004109,C00876,Beauty,86.46,4,345.84,Card,2024-02-27 05:00:00,North
O004110,C00258,Clothing,254.02,3,762.06,UPI,2024-01-06 20:00:00,North
O004111,C00282,Books,249.86,1,249.86,Cash,2024-06-04 00:00:00,South
O004112,C01649,Clothing,91.6,3,274.8,Wallet,2023-12-14 17:00:00,West
O004113,C01898,Home,367.94,3,1103.82,UPI,2023-12-27 17:00:00,North
O004114,C00039,Sports,184.08,1,184.08,Wallet,2023-12-31 22:00:00,North
O004115,C00485,Electronics,97.25,3,291.75,Card,2023-06-19 01:00:00,West
O004116,C00928,Beauty,169.33,3,507.99,Card,2023-04-28 06:00:00,South
O004117,C00219,Sports,284.01,2,568.02,Card,2024-10-02 14:00:00,West
O004118,C01152,Home,364.6,2,729.2,Card,2023-08-21 01:00:00,North
O004119,C01014,Clothing,243.54,4,974.16,UPI,2024-10-30 20:00:00,South
O004120,C01023,Electronics,265.17,5,1325.85,Wallet,2023-12-08 18:00:00,North
O004121,C01543,Electronics,73.78,4,295.12,UPI,2024-06-19 17:00:00,West
O004122,C00612,Sports,457.77,2,915.54,UPI,2024-12-25 12:00:00,West
O004123,C00927,Home,464.72,2,929.44,Card,2024-05-25 03:00:00,West
O004124,C01915,Clothing,343.3,1,343.3,UPI,2023-07-24 09:00:00,North
O004125,C00687,Home,13.73,1,13.73,Card,2023-07-26 00:00:00,West
O004126,C01642,Home,270.85,2,541.7,UPI,2024-08-28 12:00:00,West
O004127,C00612,Home,316.46,3,949.38,Card,2023-09-20 16:00:00,South
O004128,C00259,Sports,497.35,4,1989.4,UPI,2023-01-21 18:00:00,East
O004129,C00989,Beauty,498.05,2,996.1,Card,2023-09-21 03:00:00,West
O004130,C00965,Sports,429.52,2,859.04,UPI,2023-10-19 16:00:00,South
O004131,C00365,Sports,36.6,1,36.6,Card,2024-04-12 06:00:00,North
O004132,C01781,Electronics,476.87,4,1907.48,Card,2023-09-05 11:00:00,West
O004133,C01810,Clothing,308.27,4,1233.08,Card,2024-05-28 07:00:00,South
O004134,C00543,Electronics,401.44,5,2007.2,UPI,2023-07-02 22:00:00,West
O004135,C00648,Home,206.56,2,413.12,UPI,2024-08-02 05:00:00,East
O004136,C01547,Electronics,163.24,5,816.2,Cash,2023-11-08 22:00:00,North
O004137,C01930,Clothing,234.31,1,234.31,UPI,2024-07-30 19:00:00,South
O004138,C00813,Home,77.7,5,388.5,Card,2024-07-15 05:00:00,East
O004139,C01910,Clothing,181.75,3,545.25,UPI,2024-07-13 00:00:00,North
O004140,C01039,Electronics,429.52,2,859.04,Card,2024-05-22 10:00:00,South
O004141,C01152,Electronics,23.79,2,47.58,Card,2023-01-31 05:00:00,North
O004142,C00574,Home,79.68,4,318.72,UPI,2024-10-16 20:00:00,East
O004143,C01132,Electronics,66.93,5,334.65,Card,2023-07-15 01:00:00,West
O004144,C01910,Sports,204.52,4,818.08,Card,2023-10-08 07:00:00,East
O004145,C01012,Sports,498.51,5,2492.55,UPI,2023-07-04 13:00:00,East
O004146,C01556,Home,90.81,5,454.05,UPI,2024-08-07 10:00:00,South
O004147,C00669,Home,77.01,1,77.01,UPI,2023-07-05 17:00:00,East
O004148,C00268,Books,457.95,5,2289.75,Card,2023-02-08 22:00:00,South
O004149,C01185,Electronics,441.62,4,1766.48,Wallet,2024-01-22 00:00:00,East
O004150,C01283,Clothing,20.96,5,104.8,UPI,2024-10-27 12:00:00,West
O004151,C00923,Clothing,377.09,5,1885.45,Wallet,2023-07-11 01:00:00,East
O004152,C01125,Electronics,329.46,2,658.92,UPI,2023-06-08 20:00:00,West
O004153,C01529,Clothing,385.03,2,770.06,UPI,2024-06-01 12:00:00,West
O004154,C01758,Clothing,249.78,2,499.56,Card,2023-02-06 08:00:00,North
O004155,C01594,Sports,495.73,3,1487.19,UPI,2023-05-17 04:00:00,South
O004156,C00246,Home,26.7,2,53.4,UPI,2024-05-16 06:00:00,West
O004157,C01663,Clothing,121.01,3,363.03,Card,2023-06-16 00:00:00,West
O004158,C01818,Home,201.29,3,603.87,UPI,2023-08-08 17:00:00,South
O004159,C01860,Clothing,227.64,4,910.56,UPI,2024-09-05 21:00:00,East
O004160,C01560,Clothing,461.08,2,922.16,UPI,2024-09-16 02:00:00,South
O004161,C00130,Sports,282.2,5,1411.0,Card,2024-03-16 14:00:00,North
O004162,C00352,Electronics,27.33,1,27.33,Card,2024-11-28 23:00:00,West
O004163,C00195,Electronics,206.89,5,1034.45,Card,2023-11-14 07:00:00,West
O004164,C01816,Clothing,211.16,2,422.32,UPI,2023-11-28 01:00:00,South
O004165,C01939,Beauty,482.92,5,2414.6,Card,2024-09-10 12:00:00,North
O004166,C00929,Home,301.6,2,603.2,Card,2024-11-04 12:00:00,West
O004167,C01689,Electronics,319.65,2,639.3,Cash,2024-06-13 19:00:00,South
O004168,C01405,Books,358.06,5,1790.3,Card,2024-11-27 08:00:00,North
O004169,C01021,Home,386.17,3,1158.51,UPI,2023-02-12 15:00:00,North
O004170,C00644,Home,319.35,4,1277.4,Cash,2024-01-09 03:00:00,North
O004171,C00226,Books,122.41,4,489.64,UPI,2024-11-15 00:00:00,East
O004172,C00700,Clothing,437.65,4,1750.6,UPI,2024-08-25 07:00:00,North
O004173,C01499,Electronics,367.4,4,1469.6,Cash,2023-05-13 00:00:00,North
O004174,C01500,Sports,372.23,1,372.23,Wallet,2023-01-17 01:00:00,West
O004175,C00264,Sports,498.3,2,996.6,UPI,2023-10-09 12:00:00,West
O004176,C01395,Sports,402.25,1,402.25,Card,2023-04-18 21:00:00,North
O004177,C01509,Sports,415.43,4,1661.72,Card,2023-12-11 15:00:00,North
O004178,C01457,Beauty,475.95,4,1903.8,Wallet,2023-01-17 09:00:00,East
O004179,C00645,Beauty,79.81,5,399.05,Wallet,2023-01-28 18:00:00,North
O004180,C00210,Books,251.38,4,1005.52,Wallet,2024-08-15 01:00:00,North
O004181,C01595,Books,292.38,2,584.76,UPI,2024-07-23 05:00:00,South
O004182,C01963,Beauty,167.99,4,671.96,Card,2023-11-29 10:00:00,West
O004183,C01400,Electronics,420.5,4,1682.0,Card,2023-10-30 18:00:00,West
O004184,C01418,Clothing,382.4,1,382.4,Card,2024-09-15 21:00:00,West
O004185,C01473,Sports,361.84,2,723.68,UPI,2023-01-02 07:00:00,East
O004186,C00942,Books,498.59,3,1495.77,Card,2024-12-26 04:00:00,East
O004187,C01387,Sports,133.39,5,666.95,Card,2024-08-18 08:00:00,South
O004188,C01899,Home,369.05,3,1107.15,Wallet,2024-08-10 20:00:00,South
O004189,C00456,Electronics,277.95,1,277.95,Card,2023-07-10 03:00:00,East
O004190,C00724,Clothing,159.93,4,639.72,Cash,2023-01-13 03:00:00,East
O004191,C01751,Home,84.49,5,422.45,Card,2023-11-13 14:00:00,North
O004192,C01249,Electronics,448.46,2,896.92,Cash,2024-01-02 07:00:00,North
O004193,C00981,Clothing,299.75,5,1498.75,Card,2023-01-08 02:00:00,West
O004194,C01154,Clothing,413.34,1,413.34,Card,2023-09-29 07:00:00,South
O004195,C00587,Clothing,274.95,4,1099.8,UPI,2024-08-23 03:00:00,North
O004196,C00475,Home,113.89,1,113.89,Wallet,2023-05-03 02:00:00,South
O004197,C01821,Clothing,172.09,2,344.18,Card,2023-05-03 11:00:00,North
O004198,C00985,Sports,193.86,3,581.58,UPI,2024-02-26 05:00:00,North
O004199,C01300,Electronics,486.6,4,1946.4,Cash,2024-11-18 07:00:00,North
O004200,C00155,Books,7.79,4,31.16,Card,2024-08-09 16:00:00,East
O004201,C01783,Clothing,492.9,1,492.9,Wallet,2024-11-28 10:00:00,North
O004202,C01241,Home,490.33,1,490.33,Card,2023-06-01 18:00:00,East
O004203,C00189,Home,498.09,1,498.09,Card,2024-11-01 21:00:00,North
O004204,C01440,Electronics,240.91,4,963.64,Card,2024-02-03 02:00:00,North
O004205,C00980,Books,482.09,1,482.09,Card,2024-10-19 11:00:00,West
O004206,C01698,Home,200.82,5,1004.1,Card,2023-07-29 04:00:00,East
O004207,C01715,Clothing,18.02,5,90.1,Card,2024-07-05 00:00:00,East
O004208,C00545,Electronics,116.05,5,580.25,Card,2024-03-18 15:00:00,North
O004209,C00040,Beauty,472.92,4,1891.68,UPI,2023-07-04 08:00:00,North
O004210,C00306,Home,11.81,1,11.81,UPI,2023-05-02 15:00:00,West
O004211,C00942,Electronics,275.27,2,550.54,UPI,2024-06-27 20:00:00,North
O004212,C00337,Clothing,42.42,1,42.42,Card,2024-01-09 12:00:00,West
O004213,C01337,Books,146.77,4,587.08,Cash,2023-03-28 00:00:00,East
O004214,C01098,Home,48.61,5,243.05,Card,2023-12-01 10:00:00,East
O004215,C00952,Home,430.47,4,1721.88,Card,2023-09-17 09:00:00,East
O004216,C00278,Clothing,297.58,1,297.58,UPI,2023-09-18 09:00:00,South
O004217,C01199,Home,451.54,4,1806.16,UPI,2023-03-12 03:00:00,North
O004218,C00895,Clothing,345.73,2,691.46,Card,2024-11-19 18:00:00,East
O004219,C01685,Electronics,485.66,4,1942.64,Card,2023-05-09 07:00:00,West
O004220,C00272,Home,257.39,3,772.17,Wallet,2024-08-31 17:00:00,North
O004221,C00836,Beauty,321.16,4,1284.64,UPI,2023-06-11 12:00:00,South
O004222,C00619,Clothing,290.27,1,290.27,Card,2024-05-12 20:00:00,South
O004223,C01674,Sports,244.71,3,734.13,Cash,2023-04-17 14:00:00,East
O004224,C00861,Home,423.75,5,2118.75,Card,2024-11-12 22:00:00,North
O004225,C01806,Sports,324.04,1,324.04,UPI,2024-01-07 22:00:00,West
O004226,C01882,Books,401.65,2,803.3,Card,2024-10-23 09:00:00,South
O004227,C00930,Home,394.25,4,1577.0,Card,2023-12-03 14:00:00,West
O004228,C00288,Electronics,99.57,4,398.28,Card,2024-01-01 02:00:00,West
O004229,C00723,Beauty,326.83,1,326.83,UPI,2023-11-10 17:00:00,North
O004230,C00892,Home,103.83,4,415.32,Card,2024-04-23 12:00:00,North
O004231,C00271,Books,293.74,4,1174.96,UPI,2024-02-19 03:00:00,West
O004232,C01953,Home,340.33,5,1701.65,Cash,2024-10-09 16:00:00,South
O004233,C01089,Books,498.63,4,1994.52,UPI,2024-12-19 00:00:00,North
O004234,C00482,Electronics,20.12,4,80.48,Card,2023-10-16 18:00:00,West
O004235,C00935,Clothing,50.16,5,250.8,Card,2024-07-19 00:00:00,South
O004236,C00247,Books,43.13,4,172.52,Card,2024-03-02 01:00:00,South
O004237,C00155,Electronics,202.19,5,1010.95,Card,2024-10-28 03:00:00,South
O004238,C01070,Electronics,411.69,2,823.38,Cash,2023-11-13 20:00:00,West
O004239,C01958,Home,422.81,4,1691.24,Cash,2023-08-30 17:00:00,North
O004240,C00453,Books,369.8,1,369.8,Card,2024-02-04 11:00:00,South
O004241,C00200,Electronics,448.95,3,1346.85,Card,2024-02-02 11:00:00,South
O004242,C01683,Books,164.82,2,329.64,Cash,2024-01-06 19:00:00,West
O004243,C00123,Home,48.64,4,194.56,UPI,2024-01-12 22:00:00,East
O004244,C00000,Sports,33.79,1,33.79,UPI,2023-11-14 18:00:00,South
O004245,C00967,Books,426.81,3,1280.43,Card,2024-02-14 06:00:00,East
O004246,C01782,Clothing,366.57,5,1832.85,Card,2024-04-21 14:00:00,South
O004247,C00854,Electronics,350.81,4,1403.24,Cash,2023-10-23 23:00:00,East
O004248,C00639,Clothing,173.14,5,865.7,Card,2023-05-03 21:00:00,West
O004249,C00190,Sports,193.05,2,386.1,Wallet,2023-05-27 07:00:00,South
O004250,C01602,Sports,479.27,3,1437.81,Card,2024-09-20 21:00:00,West
O004251,C00515,Books,36.58,3,109.74,Cash,2024-04-30 21:00:00,East
O004252,C00441,Home,388.0,5,1940.0,UPI,2024-11-25 05:00:00,North
O004253,C01944,Sports,158.27,5,791.35,Card,2023-12-22 02:00:00,East
O004254,C01838,Home,24.33,2,48.66,Card,2023-09-28 23:00:00,North
O004255,C01829,Electronics,372.57,1,372.57,UPI,2023-11-19 03:00:00,South
O004256,C00142,Electronics,168.8,4,675.2,Card,2023-02-06 06:00:00,East
O004257,C01214,Books,362.46,1,362.46,UPI,2023-09-18 05:00:00,West
O004258,C00532,Electronics,355.29,3,1065.87,Card,2023-12-24 00:00:00,North
O004259,C00226,Electronics,269.72,4,1078.88,Card,2024-04-03 21:00:00,West
O004260,C01336,Home,389.8,2,779.6,UPI,2023-06-20 13:00:00,West
O004261,C01652,Clothing,292.61,1,292.61,UPI,2024-01-11 13:00:00,North
O004262,C00948,Books,146.89,1,146.89,Card,2023-09-07 02:00:00,West
